RL ID,Order,Family,Species,Common Name,ED,RL Status,GE,EDGE,EDGE Rank,Distribution,Median ED
56994,ANURA,CRAUGASTORIDAE,Craugastor tarahumaraensis,Rana-ladradora Tarahumara,19.98096005,Vulnerable,2,4.429909723,763,Mexico,16.42792702
58168,ANURA,PIPIDAE,Xenopus amieti,Volcano Clawed Frog,19.93707426,Vulnerable,2,4.427815837,764,Cameroon,16.42792702
58718,ANURA,RANIDAE,Lithobates sierramadrensis,Sierra Madre Occidental Frog,19.83808493,Vulnerable,2,4.42307668,765,Mexico,16.42792702
20456,CAUDATA,PLETHODONTIDAE,Speleomantes genei,Gene's Cave Salamander,19.81422617,Vulnerable,2,4.421931065,766,Italy,16.42792702
56468,ANURA,CRAUGASTORIDAE,Craugastor bocourti,NA,19.77535047,Vulnerable,2,4.420061572,767,Guatemala,16.42792702
59239,CAUDATA,PLETHODONTIDAE,Dendrotriton megarhinus,Longnose Bromeliad Salamander,19.75799522,Vulnerable,2,4.419225845,768,Mexico,16.42792702
59628,GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis orthoplicatus,Pattipola Caecilia,19.73764667,Vulnerable,2,4.418245089,769,Sri Lanka,16.42792702
58427,ANURA,DICROGLOSSIDAE,Quasipaa jiulongensis,Jiulong Spiny Frog,19.729044,Vulnerable,2,4.41783017,770,China,16.42792702
56033,ANURA,HEMIPHRACTIDAE,Stefania riveroi,Rana Stefania De Rivero,19.67074749,Vulnerable,2,4.415013897,771,"Venezuela, Bolivarian Republic of",16.42792702
57874,ANURA,MICROHYLIDAE,Microhyla annamensis,Vietnam Rice Frog ,19.64826712,Vulnerable,2,4.41392576,772,Viet Nam,16.42792702
73727593,ANURA,MICROHYLIDAE,Microhyla arboricola,Tree-dwelling Narrow-Mouth Frog,19.64826712,Vulnerable,2,4.41392576,772,Viet Nam,16.42792702
79098509,ANURA,MICROHYLIDAE,Microhyla orientalis,NA,19.64826712,Vulnerable,2,4.41392576,772,NA,16.42792702
73727759,ANURA,MICROHYLIDAE,Microhyla pineticola,Pine Narrow-Mouth Frog,19.64826712,Vulnerable,2,4.41392576,772,Viet Nam,16.42792702
58597,ANURA,RANIDAE,Sylvirana faber,NA,19.64299135,Vulnerable,2,4.413670221,776,Cambodia,16.42792702
57520,ANURA,MANTELLIDAE,Gephyromantis schilfi,NA,19.50676678,Vulnerable,2,4.40704928,777,Madagascar,16.42792702
57518,ANURA,MANTELLIDAE,Gephyromantis salegy,NA,19.50506694,Vulnerable,2,4.406966385,778,Madagascar,16.42792702
