RL ID,Order,Family,Species,Common Name,ED,RL Status,GE,EDGE,EDGE Rank,Distribution,Median ED
19483,Testudines,Chelidae,Rheodytes leukops,Fitzroy River Turtle,45.20689918,Vulnerable,2,5.219423481,182,Australia,31.25360088
16529,Testudines,Pelomedusidae,Pelusios broadleyi,Turkana Mud Turtle,43.92492913,Vulnerable,2,5.191287216,189,Kenya,31.25360088
17824,Testudines,Podocnemididae,Podocnemis sextuberculata,Six-tubercled Amazon River Turtle,43.83829753,Vulnerable,2,5.189356991,190,"Brazil,Colombia,Peru",31.25360088
17825,Testudines,Podocnemididae,Podocnemis unifilis,Yellow-spotted River Turtle,40.95163086,Vulnerable,2,5.12281167,204,"Bolivia, Plurinational States of,Brazil,Colombia,Ecuador,French Guiana,Guyana,Peru,Suriname,Venezuela, Bolivarian Republic of",31.25360088
17821,Testudines,Podocnemididae,Podocnemis erythrocephala,Red-headed Amazon River Turtle,39.45163086,Vulnerable,2,5.086401322,209,"Brazil,Colombia,Venezuela, Bolivarian Republic of",31.25360088
11005,Testudines,Kinosternidae,Kinosternon angustipons,Narrow-bridged Mud Turtle,38.4747843,Vulnerable,2,5.061956457,214,"Costa Rica,Nicaragua,Panama",31.25360088
11008,Testudines,Kinosternidae,Kinosternon dunni,Dunn's Mud Turtle,38.4747843,Vulnerable,2,5.061956457,214,Colombia,31.25360088
1181,Testudines,Trionychidae,Amyda cartilaginea,Asiatic Softshell Turtle,36.27804586,Vulnerable,2,5.004698932,227,"Brunei Darussalam,Indonesia,Cambodia,Lao People's Democratic Republic,Myanmar,Malaysia,Singapore,Thailand,Viet Nam",31.25360088
39618,Testudines,Trionychidae,Nilssonia gangetica,Indian Softshell Turtle,36.27804586,Vulnerable,2,5.004698932,227,"Bangladesh,India,Pakistan",31.25360088
39619,Testudines,Trionychidae,Nilssonia hurum,Indian Peacock Softshell Turtle,36.27804586,Vulnerable,2,5.004698932,227,"Bangladesh,India,Nepal,Pakistan",31.25360088
2174,Testudines,Trionychidae,Nilssonia leithii,Leith's Softshell Turtle,36.27804586,Vulnerable,2,5.004698932,227,India,31.25360088
16503,Testudines,Trionychidae,Pelochelys bibroni,Southern New Guinea Giant Softshell Turtle,36.27804586,Vulnerable,2,5.004698932,227,"Indonesia,Papua New Guinea",31.25360088
170526,Testudines,Trionychidae,Pelochelys signifera,Northern New Guinea Softshell Turtle,36.27804586,Vulnerable,2,5.004698932,227,NA,31.25360088
13038,Testudines,Geoemydidae,Melanochelys tricarinata,Tricarinate Hill Turtle,35.02489504,Vulnerable,2,4.97050459,242,"Bangladesh,India",31.25360088
3897,Testudines,Cheloniidae,Caretta caretta,Loggerhead Turtle,34.15701626,Vulnerable,2,4.946118569,249,"United Arab Emirates,Anguilla,Albania,Angola,Argentina,Australia,Aruba,Barbados,Bangladesh,Bahrain,Saint Barthélemy,Bermuda,Bonaire, Sint Eustatius and Saba,Brazil,Bahamas,Belize,Chile,China,Colombia,Costa Rica,Cuba,Cape Verde,Curaçao,Cyprus,Djibouti,Dominican Republic,Algeria,Ecuador,Egypt,Eritrea,Spain,Fiji,France,Grenada,French Guiana,Guadeloupe,Greece,Guatemala,Honduras,Croatia,Haiti,Indonesia,Israel,Iran, Islamic Republic of,Italy,Jamaica,Japan,Kenya,Comoros,Saint Kitts and Nevis,Korea, Republic of,Kuwait,Cayman Islands,Lebanon,Saint Lucia,Sri Lanka,Libya,Morocco,Montenegro,Madagascar,Myanmar,Montserrat,Malta,Mauritius,Mexico,Malaysia,Mozambique,Namibia,New Caledonia,Nicaragua,Niue,New Zealand,Oman,Panama,Peru,French Polynesia,Papua New Guinea,Philippines,Pakistan,Puerto Rico,Portugal,Qatar,Solomon Islands,Slovenia,Sierra Leone,Senegal,Somalia,Suriname,Syrian Arab Republic,Turks and Caicos Islands,Tokelau,Tunisia,Tonga,Turkey,Trinidad and Tobago,Tanzania, United Republic of,United States,Uruguay,Saint Vincent and the Grenadines,Venezuela, Bolivarian Republic of,Virgin Islands, British,Virgin Islands, U.S.,Viet Nam,Yemen,South Africa",31.25360088
